knowledge_id,row_type,crop,canonical_label,condition_group,scope_label,applies_to,plant_part,symptom_pattern,knowledge_type,knowledge_text,confusable_with,differential_reasoning,recommended_action,avoid_action,confidence_rule,triage_rule,source_name,source_url,evidence_excerpt,reliability_level
K_BGT_LEAFSPOT_ACTION_001,rule,khổ qua/mướp đắng,bệnh đốm lá,bệnh nấm,single_label,bệnh đốm lá,lá,xử lý đốm lá,action_rule,"Nhiều bệnh đốm lá được hạn chế bằng vệ sinh tàn dư, giảm ướt lá, tăng thông thoáng và loại bỏ lá bệnh nặng.",sương mai; cháy nắng; thiếu kali,Đốm bệnh thường có mô hoại tử rõ và có thể lan; cháy nắng thường liên quan mặt lá phơi nắng và không có đốm lan theo ổ bệnh.,"Loại bỏ lá bệnh nặng, tưới gốc, tránh chạm cây khi ướt và theo dõi đốm mới.",Không tự đưa tên thuốc/liều lượng nếu không có nguồn địa phương hoặc nhãn thuốc.,Confidence cao khi đốm rõ và lặp trên nhiều lá; thấp nếu chỉ một vết nhỏ.,early_action; urgent_action nếu đốm dày và lá mất nhiều diện tích xanh.,University of Maryland Extension - Cercospora leaf spot of vegetables,https://extension.umd.edu/resource/cercospora-leaf-spot-vegetables,"Cercospora leaf spot can affect cucurbits, causing small tan to brown lesions, sometimes with reddish-purple borders, and is favored by warm humid conditions.",high
K_BGT_LEAFSPOT_WEATHER_001,knowledge,khổ qua/mướp đắng,bệnh đốm lá,bệnh nấm,single_label,bệnh đốm lá,lá,ấm ẩm và lá ướt kéo dài,weather_context,"Nhiều bệnh đốm lá nấm phát triển thuận lợi khi ấm ẩm, lá ướt kéo dài hoặc thông thoáng kém.",sương mai; thán thư,"Điều kiện ẩm hỗ trợ bệnh đốm lá nhưng cần triệu chứng đốm rõ; nếu chỉ vàng loang không đốm, chưa đủ kết luận.","Giảm ẩm lá, tăng khoảng cách/thoáng tán và kiểm tra tiến triển đốm sau vài ngày.",Không gán bệnh đốm lá chỉ vì thời tiết ẩm.,Weather chỉ tăng confidence khi triệu chứng ảnh phù hợp.,early_action nếu đốm tăng sau mưa/ẩm.,University of Maryland Extension - Cercospora leaf spot of vegetables,https://extension.umd.edu/resource/cercospora-leaf-spot-vegetables,"Cercospora leaf spot can affect cucurbits, causing small tan to brown lesions, sometimes with reddish-purple borders, and is favored by warm humid conditions.",high
K_BGT_NUTRIENT_SOIL_TEST_001,rule,khổ qua/mướp đắng,nhiều thiếu dinh dưỡng,thiếu dinh dưỡng/rối loạn sinh lý,multi_label,thiếu đạm; thiếu kali; thiếu magiê; thiếu đạm và kali; thiếu đạm và magiê; thiếu kali và magiê,lá,xác nhận dinh dưỡng bằng phân tích đất/lá,safety_rule,"Các rối loạn dinh dưỡng có nhiều triệu chứng chồng chéo, nên phân tích đất/lá hoặc ít nhất đối chiếu lịch bón, pH, tưới và vị trí lá bị ảnh hưởng trước khi điều chỉnh phân mạnh.",bệnh nấm; rầy xanh; úng nước; cháy nắng,"Triệu chứng dinh dưỡng có quy luật theo lá già/lá non/rìa lá/giữa gân; bệnh và sâu hại thường có đốm, mốc, chích hút hoặc lan theo ổ.","Thu thập thông tin bón phân, tưới nước, pH/độ ẩm đất và kiểm tra thêm vài lá đại diện.",Không bón/phun theo cảm tính từ một ảnh đơn lẻ.,Confidence cần giảm nếu chỉ có một lá hoặc thiếu thông tin bón phân.,followup_needed hoặc early_action tùy mức lan.,Kerala Agricultural University Agri-Infotech Portal - Bitter gourd nutrient deficiencies,https://www.celkau.in/Crops/Vegetables/bitter%20gourd/deficiency.php,"Bitter gourd nutrient deficiency page lists nitrogen, potassium and magnesium symptoms and recommends soil analysis before corrective fertilization.",high
K_BGT_GENERAL_VISUAL_EVIDENCE_001,rule,khổ qua/mướp đắng,tất cả,general_rule,all,tất cả,lá,bằng chứng ảnh trước kết luận,visual_evidence_rule,Câu trả lời nên bắt đầu từ dấu hiệu nhìn thấy trong ảnh rồi mới liên hệ nhãn nghi ngờ; nếu ảnh không cho thấy triệu chứng rõ thì cần giảm mức chắc chắn.,mọi bệnh/tình trạng dễ nhầm,Bằng chứng ảnh là nền tảng để tránh đoán bệnh chỉ từ nhãn hoặc câu hỏi.,"Nêu rõ dấu hiệu chính, vị trí lá và điểm cần kiểm tra thêm.",Không khẳng định tuyệt đối khi ảnh không đủ rõ.,Confidence phụ thuộc chất lượng ảnh và độ điển hình triệu chứng.,insufficient_evidence nếu thiếu bằng chứng.,Internal healthy-class visual safety rule derived from dataset class definition,internal_rule:healthy_class_visual_control,"Healthy rows are used as control cases: if no strong disease, pest or deficiency symptom is visible, avoid assigning a disease and recommend monitoring.",internal_rule
K_CUC_ANTH_SYMPTOM_001,knowledge,dưa leo,bệnh thán thư,bệnh nấm,single_label,bệnh thán thư,lá,N/A,symptom,"Thán thư trên dưa leo thường gây đốm nâu không đều trên lá; tâm vết có thể khô, rách hoặc thủng, đôi khi có quầng vàng. Bệnh ưa điều kiện ấm ẩm và có thể ảnh hưởng thân/quả.",bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi,"Phân biệt với sương mai bằng việc thán thư thiên về đốm nâu không đều/mô khô rách, còn sương mai thường là mảng vàng góc cạnh và cần kiểm tra mốc mặt dưới.","Giữ lá khô, tưới gốc, tránh làm vườn khi lá ướt, dọn lá/tàn dư bệnh nặng và theo dõi thân/quả.",Không kết luận chỉ từ một đốm nhỏ; không tự nêu thuốc/liều lượng nếu không có nguồn địa phương.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,UMN Extension - Anthracnose of cucurbits; Cornell Vegetables - Anthracnose of Cucurbits,https://extension.umn.edu/node/11086; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/anthracnose-of-cucurbits/,"Cucumber leaf spots can be irregular brown with yellow halo and may drop out; anthracnose develops in warm, moist conditions.",high
K_CUC_ANTH_VISUAL_001,rule,dưa leo,bệnh thán thư,bệnh nấm,single_label,bệnh thán thư,lá,N/A,visual_evidence_rule,"Khi trả lời cần nêu bằng chứng nhìn thấy trên ảnh trước, sau đó mới liên hệ với nhãn bệnh/tình trạng.",bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi,"Phân biệt với sương mai bằng việc thán thư thiên về đốm nâu không đều/mô khô rách, còn sương mai thường là mảng vàng góc cạnh và cần kiểm tra mốc mặt dưới.","Giữ lá khô, tưới gốc, tránh làm vườn khi lá ướt, dọn lá/tàn dư bệnh nặng và theo dõi thân/quả.",Không kết luận chỉ từ một đốm nhỏ; không tự nêu thuốc/liều lượng nếu không có nguồn địa phương.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,UMN Extension - Anthracnose of cucurbits; Cornell Vegetables - Anthracnose of Cucurbits,https://extension.umn.edu/node/11086; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/anthracnose-of-cucurbits/,"Cucumber leaf spots can be irregular brown with yellow halo and may drop out; anthracnose develops in warm, moist conditions.",high
K_CUC_ANTH_DIFF_001,rule,dưa leo,bệnh thán thư,bệnh nấm,single_label,bệnh thán thư,lá,N/A,differential_rule,Luôn đối chiếu bệnh thán thư với các tình trạng dễ nhầm: bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi.,bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi,"Phân biệt với sương mai bằng việc thán thư thiên về đốm nâu không đều/mô khô rách, còn sương mai thường là mảng vàng góc cạnh và cần kiểm tra mốc mặt dưới.","Giữ lá khô, tưới gốc, tránh làm vườn khi lá ướt, dọn lá/tàn dư bệnh nặng và theo dõi thân/quả.",Không kết luận chỉ từ một đốm nhỏ; không tự nêu thuốc/liều lượng nếu không có nguồn địa phương.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,UMN Extension - Anthracnose of cucurbits; Cornell Vegetables - Anthracnose of Cucurbits,https://extension.umn.edu/node/11086; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/anthracnose-of-cucurbits/,"Cucumber leaf spots can be irregular brown with yellow halo and may drop out; anthracnose develops in warm, moist conditions.",high
K_CUC_ANTH_ACTION_001,rule,dưa leo,bệnh thán thư,bệnh nấm,single_label,bệnh thán thư,lá,N/A,action_rule,Khuyến nghị cho bệnh thán thư phải ưu tiên bước xử lý an toàn ban đầu hơn là nêu thuốc.,bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi,"Phân biệt với sương mai bằng việc thán thư thiên về đốm nâu không đều/mô khô rách, còn sương mai thường là mảng vàng góc cạnh và cần kiểm tra mốc mặt dưới.","Giữ lá khô, tưới gốc, tránh làm vườn khi lá ướt, dọn lá/tàn dư bệnh nặng và theo dõi thân/quả.",Không kết luận chỉ từ một đốm nhỏ; không tự nêu thuốc/liều lượng nếu không có nguồn địa phương.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,UMN Extension - Anthracnose of cucurbits; Cornell Vegetables - Anthracnose of Cucurbits,https://extension.umn.edu/node/11086; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/anthracnose-of-cucurbits/,"Cucumber leaf spots can be irregular brown with yellow halo and may drop out; anthracnose develops in warm, moist conditions.",high
K_CUC_ANTH_CONF_001,rule,dưa leo,bệnh thán thư,bệnh nấm,single_label,bệnh thán thư,lá,N/A,confidence_rule,"Confidence của bệnh thán thư phụ thuộc độ rõ ảnh, mức đặc trưng của triệu chứng và thông tin bổ sung.",bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi,"Phân biệt với sương mai bằng việc thán thư thiên về đốm nâu không đều/mô khô rách, còn sương mai thường là mảng vàng góc cạnh và cần kiểm tra mốc mặt dưới.","Giữ lá khô, tưới gốc, tránh làm vườn khi lá ướt, dọn lá/tàn dư bệnh nặng và theo dõi thân/quả.",Không kết luận chỉ từ một đốm nhỏ; không tự nêu thuốc/liều lượng nếu không có nguồn địa phương.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,UMN Extension - Anthracnose of cucurbits; Cornell Vegetables - Anthracnose of Cucurbits,https://extension.umn.edu/node/11086; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/anthracnose-of-cucurbits/,"Cucumber leaf spots can be irregular brown with yellow halo and may drop out; anthracnose develops in warm, moist conditions.",high
K_CUC_ANTH_TRIAGE_001,rule,dưa leo,bệnh thán thư,bệnh nấm,single_label,bệnh thán thư,lá,N/A,triage_rule,"Triage của bệnh thán thư: theo dõi nếu nhẹ/khỏe, xử lý sớm nếu có dấu hiệu rõ, khẩn hơn nếu lan nhanh hoặc cây suy.",bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi,"Phân biệt với sương mai bằng việc thán thư thiên về đốm nâu không đều/mô khô rách, còn sương mai thường là mảng vàng góc cạnh và cần kiểm tra mốc mặt dưới.","Giữ lá khô, tưới gốc, tránh làm vườn khi lá ướt, dọn lá/tàn dư bệnh nặng và theo dõi thân/quả.",Không kết luận chỉ từ một đốm nhỏ; không tự nêu thuốc/liều lượng nếu không có nguồn địa phương.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,UMN Extension - Anthracnose of cucurbits; Cornell Vegetables - Anthracnose of Cucurbits,https://extension.umn.edu/node/11086; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/anthracnose-of-cucurbits/,"Cucumber leaf spots can be irregular brown with yellow halo and may drop out; anthracnose develops in warm, moist conditions.",high
K_CUC_ANTH_FOLLOWUP_001,rule,dưa leo,bệnh thán thư,bệnh nấm,single_label,bệnh thán thư,lá,N/A,followup_rule,"Nếu thiếu ảnh bộ phận quan trọng để xác nhận bệnh thán thư, cần hỏi thêm thay vì kết luận quá chắc.",bệnh sương mai; bệnh chảy gôm thân; đốm lá vi khuẩn; cháy lá do điều kiện bất lợi,"Phân biệt với sương mai bằng việc thán thư thiên về đốm nâu không đều/mô khô rách, còn sương mai thường là mảng vàng góc cạnh và cần kiểm tra mốc mặt dưới.","Giữ lá khô, tưới gốc, tránh làm vườn khi lá ướt, dọn lá/tàn dư bệnh nặng và theo dõi thân/quả.",Không kết luận chỉ từ một đốm nhỏ; không tự nêu thuốc/liều lượng nếu không có nguồn địa phương.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,UMN Extension - Anthracnose of cucurbits; Cornell Vegetables - Anthracnose of Cucurbits,https://extension.umn.edu/node/11086; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/anthracnose-of-cucurbits/,"Cucumber leaf spots can be irregular brown with yellow halo and may drop out; anthracnose develops in warm, moist conditions.",high
K_CUC_DOWNY_SYMPTOM_001,knowledge,dưa leo,bệnh sương mai,bệnh nấm/oomycete,single_label,bệnh sương mai,lá,N/A,symptom,"Sương mai trên dưa leo thường tạo vết vàng/xanh nhạt dạng góc cạnh trên mặt lá; khi ẩm, mặt dưới có thể có lớp mốc xám tím và vết chuyển nâu nhanh.",bệnh thán thư; bệnh chảy gôm thân; thiếu dinh dưỡng; cháy nắng,Phân biệt với thán thư/chảy gôm thân bằng vết vàng góc cạnh bị gân giới hạn và cần kiểm tra mặt dưới lá; nếu chỉ vàng loang nhẹ thì chưa kết luận chắc.,"Kiểm tra mặt dưới lá, giảm ẩm tán, tránh tưới phun, tăng thông thoáng và theo dõi sau mưa/sương.",Không khẳng định sương mai nếu chưa rõ dạng góc cạnh hoặc chưa có ảnh mặt dưới.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,"UMN Extension - Downy mildew of cucumber, melon and squash; Cornell Vegetables - Cucurbit Downy Mildew",https://extension.umn.edu/disease-management/downy-mildew-cucurbits; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/downy-mildew-of-cucurbits/,"Pale green to yellow angular spots form on upper leaves, later brown; purplish-grey fuzz can form on the underside in humidity.",high
K_CUC_DOWNY_VISUAL_001,rule,dưa leo,bệnh sương mai,bệnh nấm/oomycete,single_label,bệnh sương mai,lá,N/A,visual_evidence_rule,"Khi trả lời cần nêu bằng chứng nhìn thấy trên ảnh trước, sau đó mới liên hệ với nhãn bệnh/tình trạng.",bệnh thán thư; bệnh chảy gôm thân; thiếu dinh dưỡng; cháy nắng,Phân biệt với thán thư/chảy gôm thân bằng vết vàng góc cạnh bị gân giới hạn và cần kiểm tra mặt dưới lá; nếu chỉ vàng loang nhẹ thì chưa kết luận chắc.,"Kiểm tra mặt dưới lá, giảm ẩm tán, tránh tưới phun, tăng thông thoáng và theo dõi sau mưa/sương.",Không khẳng định sương mai nếu chưa rõ dạng góc cạnh hoặc chưa có ảnh mặt dưới.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,"UMN Extension - Downy mildew of cucumber, melon and squash; Cornell Vegetables - Cucurbit Downy Mildew",https://extension.umn.edu/disease-management/downy-mildew-cucurbits; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/downy-mildew-of-cucurbits/,"Pale green to yellow angular spots form on upper leaves, later brown; purplish-grey fuzz can form on the underside in humidity.",high
K_CUC_DOWNY_DIFF_001,rule,dưa leo,bệnh sương mai,bệnh nấm/oomycete,single_label,bệnh sương mai,lá,N/A,differential_rule,Luôn đối chiếu bệnh sương mai với các tình trạng dễ nhầm: bệnh thán thư; bệnh chảy gôm thân; thiếu dinh dưỡng; cháy nắng.,bệnh thán thư; bệnh chảy gôm thân; thiếu dinh dưỡng; cháy nắng,Phân biệt với thán thư/chảy gôm thân bằng vết vàng góc cạnh bị gân giới hạn và cần kiểm tra mặt dưới lá; nếu chỉ vàng loang nhẹ thì chưa kết luận chắc.,"Kiểm tra mặt dưới lá, giảm ẩm tán, tránh tưới phun, tăng thông thoáng và theo dõi sau mưa/sương.",Không khẳng định sương mai nếu chưa rõ dạng góc cạnh hoặc chưa có ảnh mặt dưới.,Ảnh rõ có triệu chứng đặc trưng thì confidence cao hơn; ảnh mờ hoặc thiếu bộ phận cần quan sát thì giảm confidence.,Nhẹ/trung bình dùng early_action; nặng/lan nhanh dùng urgent_action; thiếu bằng chứng dùng insufficient_evidence; khỏe dùng monitor_only.,"UMN Extension - Downy mildew of cucumber, melon and squash; Cornell Vegetables - Cucurbit Downy Mildew",https://extension.umn.edu/disease-management/downy-mildew-cucurbits; https://www.vegetables.cornell.edu/pest-management/disease-factsheets/downy-mildew-of-cucurbits/,"Pale green to yellow angular spots form on upper leaves, later brown; purplish-grey fuzz can form on the underside in humidity.",high
